tag,reference,condition,seed,delta,low,high
B,A,xy_fraction4,17,0.0008170062096928277,-0.0014464008726781052,0.0036920131591442248
B,A,xy_fraction4,37,0.0006120151330377688,-0.0014671828783193036,0.004383011639128991
B,A,xy_fraction4,mean3,0.00031660919419444306,-0.001757485258881437,0.003389882547159552
B,A,kept_single,7,0.01412180971337429,0.006757135002835044,0.023592487093001904
B,A,kept_single,17,0.014747396446944228,0.0027618059032734348,0.029770571299366933
B,A,kept_single,37,0.015342652848991167,0.004734514790311431,0.029889340840777788
B,A,kept_single,mean3,0.014737286336436561,0.005237094429783145,0.027621061251456185
B,A,sparse_single,7,0.029464738473707675,0.017899324428832613,0.048083153253364146
B,A,sparse_single,17,0.027094866325120148,0.00015626645241256055,0.05611541145033476
B,A,sparse_single,37,0.04082170385931028,0.015342172523983687,0.07260578032237625
B,A,sparse_single,mean3,0.032460436219379364,0.011702563457444729,0.058927164545652236
B,A,sparse_context,7,0.00784689509984593,-0.0061469241308283575,0.023324337318291345
B,A,sparse_context,17,0.01912185300422875,0.007070932400483401,0.03500681060786607
B,A,sparse_context,37,0.022345598914245812,0.007162681053925715,0.04195632613408429
B,A,sparse_context,mean3,0.016438115672773496,0.002858469613587064,0.03305627285173107
B,A,composite,7,0.01348695725071336,0.006791462380089963,0.024451592934728813
B,A,composite,17,0.015425975954912352,0.008039805452190638,0.026378846013806523
B,A,composite,37,0.019018430549238352,0.010890931261263262,0.031563445438891245
B,A,composite,mean3,0.015977121251621356,0.008704410773267408,0.027334108193022167
C,A,clean,7,0.0010254650500698403,-0.00036023859865942084,0.0031128405116649834
C,A,clean,17,0.0005825760949307313,-0.0010921148287846682,0.0026402936871207637
C,A,clean,37,-0.00023414150335843154,-0.0020321019852523855,0.002079275769983631
C,A,clean,mean3,0.00045796654721404667,-0.0006976023235588371,0.002136316551917977
C,A,uniform_half_0,7,0.002643196691041849,0.0012219872118884867,0.004630233260455276
C,A,uniform_half_0,17,0.0028512766002959378,0.0008962101039940162,0.005796210878862533
C,A,uniform_half_0,37,0.0011958087008999696,-0.0006989928280623975,0.003930158646058245
C,A,uniform_half_0,mean3,0.0022300939974125855,0.0011040956473715548,0.004190499880921993
C,A,uniform_half_1,7,0.0034435306870144178,0.0023756486624182697,0.005307138424471625
C,A,uniform_half_1,17,0.0025812409924809154,0.0010184649385688942,0.00537026635196817
C,A,uniform_half_1,37,0.0024757211494895737,0.0003709117950458835,0.005577510709703916
C,A,uniform_half_1,mean3,0.0028334976096616358,0.001752513086449384,0.004880086485205762
C,A,uniform_half_2,7,0.0024912704612111147,0.0009719908400074362,0.004060718676748869
C,A,uniform_half_2,17,0.003230562356507205,0.0015218865558022543,0.006325838369477309
C,A,uniform_half_2,37,0.0016270772299122882,-0.000513323725264389,0.004494006243991234
C,A,uniform_half_2,mean3,0.002449636682543536,0.0013544887065394372,0.0043923643277895405
C,A,uniform_quarter_0,7,0.01148217573087873,0.008176165766853857,0.0173685930394589
C,A,uniform_quarter_0,17,0.013749467866023934,0.011050134818251506,0.02002709353661336
C,A,uniform_quarter_0,37,0.014081880389037127,0.009966054034902163,0.021432299960566618
C,A,uniform_quarter_0,mean3,0.013104507995313264,0.010281185723817664,0.019119675414224435
C,A,uniform_quarter_1,7,0.01059592617533145,0.00802036913912831,0.01596185649678762
C,A,uniform_quarter_1,17,0.013890940502252813,0.01122709135713268,0.02000362901666211
C,A,uniform_quarter_1,37,0.013521503725121842,0.009780577405959251,0.0203405082976965
C,A,uniform_quarter_1,mean3,0.012669456800902035,0.010179016766827259,0.018325602052722646
C,A,uniform_quarter_2,7,0.010678357068884536,0.00783932381248835,0.01578288455462185
C,A,uniform_quarter_2,17,0.01302817751032892,0.010358374940775888,0.018867364057520878
C,A,uniform_quarter_2,37,0.013595954517938935,0.009981305195034287,0.020265950082973865
C,A,uniform_quarter_2,mean3,0.01243416303238413,0.009829642117788744,0.0179311042257075
C,A,central_half,7,0.012050138986564818,0.006597149609205749,0.023134170440397086
C,A,central_half,17,0.01527223403612088,0.008289163904819213,0.02945028676970662
C,A,central_half,37,0.014425680878837999,0.007389468731433211,0.02832437595712677
C,A,central_half,mean3,0.013916017967174565,0.007568247128657788,0.02702062992952264
C,A,xy_fraction6,7,0.0010640423444352454,-0.000349921988238841,0.0031582245227864433
C,A,xy_fraction6,17,0.0005164602382881078,-0.0011532917478961568,0.002540437922555056
C,A,xy_fraction6,37,-0.00012892560442823164,-0.0018662850589829221,0.0021751318603009783
C,A,xy_fraction6,mean3,0.0004838589927650405,-0.0006979953421727424,0.0021862071747515725
C,A,xy_fraction4,7,0.0009336988452905981,-0.000432947986534174,0.0028659791948819555
C,A,xy_fraction4,17,0.0005303855818996617,-0.0010885351368887213,0.0025250016888101715
C,A,xy_fraction4,37,-0.00010417989565036923,-0.0018434835553127998,0.0022939953230033607
C,A,xy_fraction4,mean3,0.00045330151051329687,-0.0006923055576593905,0.0021145915351384994
C,A,kept_single,7,0.012303604021831283,0.003139648571089818,0.024222019090599064
C,A,kept_single,17,0.015897215985270163,0.006487225574625097,0.028756913612316633
C,A,kept_single,37,0.015674513291267678,0.005523393183959069,0.02907461721483118
C,A,kept_single,mean3,0.014625111099456375,0.005301265127525338,0.027405902488618114
C,A,sparse_single,7,0.023518666204144445,0.009705619996862036,0.041989410521680086
C,A,sparse_single,17,0.030636517904649163,0.007682542515366814,0.05837343541338526
C,A,sparse_single,37,0.04748386363964707,0.02664785152635078,0.07604638330294823
C,A,sparse_single,mean3,0.03387968258281356,0.015393026178511574,0.05868323019059724
C,A,sparse_context,7,0.009950161494351017,-0.001102365435811542,0.023244691448049835
C,A,sparse_context,17,0.01881053563948165,0.00713589695997216,0.03478610709793374
C,A,sparse_context,37,0.024368922235405766,0.012203192273886105,0.04109089270988519
C,A,sparse_context,mean3,0.017709873123079478,0.006606352305404656,0.033123464380831795
C,A,composite,7,0.011492650278698946,0.006280218816049732,0.019506170769137167
C,A,composite,17,0.015771611793610196,0.00879281399256438,0.026968762533794665
C,A,composite,37,0.019955487625579527,0.013276238613855818,0.03079969056346701
C,A,composite,mean3,0.01573991656596289,0.009514500138930692,0.025556088251129712
C,B,clean,7,0.0013861104762690202,-0.00220994358503587,0.0044856220969099496
C,B,clean,17,-0.00023576198904395884,-0.002110243786978927,0.0013920938735054076
C,B,clean,37,-0.0007679895642676016,-0.0026952014131467112,0.00036031655023449594
C,B,clean,mean3,0.00012745297431915326,-0.0015292974577149029,0.001377645708086258
C,B,uniform_half_0,7,0.002015022650504572,-0.002036266418381788,0.005968516921210897
C,B,uniform_half_0,17,-0.0009968909821671534,-0.003142427100146716,0.0010826717723829687
C,B,uniform_half_0,37,-0.002282729758776525,-0.00477805846050614,-0.0008259516022848855
C,B,uniform_half_0,mean3,-0.00042153269681303546,-0.002304037856731142,0.0008054534720943658
C,B,uniform_half_1,7,0.0016622806210300212,-0.002884798455973592,0.005909914263440087
C,B,uniform_half_1,17,-0.00041851917117186055,-0.0026114405084697533,0.001896742992514358
C,B,uniform_half_1,37,-0.0012365180058642178,-0.0033059037578073076,0.0002810702746949107
C,B,uniform_half_1,mean3,2.4144813313142777e-06,-0.0016350636555429897,0.0012081586266697506
C,B,uniform_half_2,7,0.0016028181045827372,-0.0028369114951092567,0.005807232603931424
C,B,uniform_half_2,17,0.00023727335134937633,-0.0021599872083733042,0.003084286421722886
C,B,uniform_half_2,37,-0.0014964549536607974,-0.003551177743521164,-0.00011630993071355921
C,B,uniform_half_2,mean3,0.00011454550075710539,-0.0013432357215757567,0.001225896559491053
C,B,uniform_quarter_0,7,0.00042431498994854877,-0.0037896604571032275,0.0038045658615563313
C,B,uniform_quarter_0,17,-0.0007508248446705945,-0.003362363855299752,0.0020732472227224636
C,B,uniform_quarter_0,37,-0.0005718633580169552,-0.0026182430678274916,0.0014462122942376357
C,B,uniform_quarter_0,mean3,-0.000299457737579667,-0.0013982288448915025,0.000452157764677403
C,B,uniform_quarter_1,7,0.00040154034641615155,-0.003205482705158033,0.0035263437600169282
C,B,uniform_quarter_1,17,-0.0011481707441390876,-0.0032304162223424637,0.0011083708001044152
C,B,uniform_quarter_1,37,-0.0009508451834100429,-0.003173674427408768,0.0009522978559574176
C,B,uniform_quarter_1,mean3,-0.0005658251937109929,-0.0019464806828216681,0.0004423451707354752
C,B,uniform_quarter_2,7,0.0002360283376570127,-0.0037355961319736537,0.0033710919959338064
C,B,uniform_quarter_2,17,-0.0012558059664478094,-0.004092733400393836,0.0017707757275228166
C,B,uniform_quarter_2,37,-0.0016610230242939394,-0.004060569545747389,-0.00011599504775938173
C,B,uniform_quarter_2,mean3,-0.000893600217694912,-0.002064750433013853,-0.00019253286040347086
C,B,central_half,7,-0.007868800685956856,-0.01635052453600156,-0.003546102797732372
C,B,central_half,17,-0.00021479251383049736,-0.0012014037400556205,0.0008632815393982584
C,B,central_half,37,-0.0021709643002829626,-0.004508901018833259,-0.0004615093870135908
C,B,central_half,mean3,-0.003418185833356772,-0.006964016342026255,-0.0015578584251795585
C,B,xy_fraction6,7,0.0014662490560853891,-0.0020983578471637843,0.004680065514366913
C,B,xy_fraction6,17,-0.0002364333421092102,-0.002129391591704541,0.001441438097335259
C,B,xy_fraction6,37,-0.0008070674311710935,-0.002646473764509144,0.00026286789691038176
C,B,xy_fraction6,mean3,0.00014091609426836182,-0.0015190316419231326,0.00139617397128845
C,B,xy_fraction4,7,0.0014128926054378654,-0.0023724953690516747,0.004671925783461252
C,B,xy_fraction4,17,-0.000286620627793166,-0.0020818171501894023,0.0012076314436663457
C,B,xy_fraction4,37,-0.000716195028688138,-0.002625239889223957,0.0004224459616105568
C,B,xy_fraction4,mean3,0.0001366923163188538,-0.0016677644144609354,0.0014456917924717378
C,B,kept_single,7,-0.0018182056915430067,-0.0063348088946481584,0.0013472925851559594
C,B,kept_single,17,0.0011498195383259358,-0.0012283513209608492,0.004891569489673041
C,B,kept_single,37,0.00033186044227651035,-0.0022321338491597814,0.0025972123451675024
C,B,kept_single,mean3,-0.00011217523698018687,-0.001133183629762391,0.0008615194998559944
C,B,sparse_single,7,-0.0059460722695632295,-0.013076105019795165,-0.0018860315884559479
C,B,sparse_single,17,0.003541651579529015,-0.0019492056538892965,0.01046315052426225
C,B,sparse_single,37,0.006662159780336796,0.002471044797721364,0.014639601249462598
C,B,sparse_single,mean3,0.0014192463634341939,-0.001429836397347083,0.005018724903082771
C,B,sparse_context,7,0.002103266394505088,-0.0020832502717758328,0.007373982594743301
C,B,sparse_context,17,-0.00031131736474709903,-0.00452065048551345,0.0030077228981392748
C,B,sparse_context,37,0.0020233233211599533,-0.0012609722520534078,0.006858527358109009
C,B,sparse_context,mean3,0.0012717574503059808,-0.0015706653131345124,0.0047080514786215204
C,B,composite,7,-0.0019943069720144146,-0.005993311725796974,0.0006835127910440191
C,B,composite,17,0.0003456358386978442,-0.0014349877680124774,0.0020248934083404945
C,B,composite,37,0.0009370570763411745,-0.001282543396870242,0.003713994845760562
C,B,composite,mean3,-0.0002372046856584653,-0.0022158940912124898,0.001513848475453994
