tag,seed,condition,samples,accuracy,macro_f1,recall_class0,f1_class0,precision_class0,true0_pred0,true0_pred1,recall_class1,f1_class1,precision_class1,true1_pred0,true1_pred1
A,7,clean,80450,0.9812802983219391,0.9802176303908359,0.9869708973057911,0.9756326451362372,0.9645519403653582,30149,398,0.9777969260365108,0.9848026156454347,0.9919094180066269,1108,48795
A,7,uniform_half_0,80450,0.9767184586699813,0.975395778277336,0.9808491832258487,0.9696910853277667,0.958784,29962,585,0.9741899284612148,0.9811004712269054,0.988109756097561,1288,48615
A,7,uniform_half_1,80450,0.9753760099440646,0.9739649842326088,0.9778374308442728,0.9679039548937963,0.9581702700968756,29870,677,0.9738693064545217,0.9800260135714214,0.9862610601509862,1304,48599
A,7,uniform_half_2,80450,0.9763828464885022,0.975036685872827,0.9799325629358039,0.96923973578552,0.9587777457480542,29934,613,0.9742099673366331,0.980833635960134,0.9875479900058909,1287,48616
A,7,uniform_quarter_0,80450,0.9610938471100062,0.958862649828436,0.9589157691426327,0.9492821726026509,0.9398402156126673,29292,1255,0.9624271085906659,0.9684431270542213,0.9745348294543758,1875,48028
A,7,uniform_quarter_1,80450,0.9630950901180858,0.9609688533405496,0.9608799554784431,0.951858998265043,0.9430058472016963,29352,1195,0.9644510350079154,0.9700787084160561,0.9757724434352445,1774,48129
A,7,uniform_quarter_2,80450,0.9623617153511498,0.9602032280129408,0.9605853275280715,0.9509349580322131,0.9414765617480026,29343,1204,0.9634490912369997,0.9694714979936685,0.9755696690542378,1824,48079
A,7,central_half,80450,0.9546177750155376,0.9527441876944598,0.9948603790879628,0.9433347301764679,0.8968834848305985,30390,157,0.9299841692884195,0.9621536452124516,0.9966284413520594,3494,46409
A,7,xy_fraction6,80450,0.981255438160348,0.980192082524668,0.9870363701836514,0.9756026532923475,0.9644307967885359,30151,396,0.9777167705348376,0.9847815117569886,0.9919490922398194,1112,48791
A,7,xy_fraction4,80450,0.9814170292106899,0.9803612859181086,0.9870363701836514,0.9758078871142613,0.964832,30151,396,0.9779772759152756,0.984914684721956,0.9919512195121951,1099,48804
A,7,kept_single,80450,0.9572902423865756,0.9547689854890248,0.9496840933643238,0.9440900807081489,0.9385615840046588,29010,1537,0.9619461755806265,0.9654478902699006,0.9689751922649926,1899,48004
A,7,sparse_single,97734,0.917899605050443,0.9172959226362207,0.9564962934061646,0.9243618264771313,0.8943163577995039,49030,2230,0.8753281404656367,0.9102300187953101,0.9480307620601258,5794,40680
A,7,sparse_context,97734,0.9508359424560542,0.9505804681744919,0.9749902458056965,0.9541336947910005,0.9341507635371301,49978,1282,0.9241941730860266,0.9470272415579833,0.9710171139194719,3523,42951
A,17,clean,80450,0.9826600372902424,0.9816506290333396,0.9851376567257014,0.9773469089491889,0.9696784172198234,30093,454,0.9811434182313689,0.9859543491174901,0.9908126922454266,941,48962
A,17,uniform_half_0,80450,0.9758856432566811,0.9744814059662947,0.976167872458834,0.9684952418071389,0.9609422835229287,29819,728,0.9757128829930064,0.9804675701254506,0.985268823731763,1212,48691
A,17,uniform_half_1,80450,0.9758483530142946,0.9744389455588499,0.9758077716306021,0.9684367842232655,0.9611763188443183,29808,739,0.975873193996353,0.9804411068944343,0.9850519843035721,1204,48699
A,17,uniform_half_2,80450,0.9761093847110006,0.9747228524950546,0.9769535469931581,0.9688027528892351,0.9607868388010689,29843,704,0.9755926497404965,0.9806429521008742,0.9857458138451882,1218,48685
A,17,uniform_quarter_0,80450,0.9589310130515848,0.9564811239470961,0.9503060857039971,0.946155601186402,0.9420412136946292,29029,1518,0.9642105685028957,0.96680664670779,0.9694167422181929,1786,48117
A,17,uniform_quarter_1,80450,0.959477936606588,0.9570305047257237,0.9491930467803712,0.9467755102040817,0.9443702569781455,28995,1552,0.9657736007855239,0.9672854992473657,0.9688021388224416,1708,48195
A,17,uniform_quarter_2,80450,0.9596643878185208,0.9572268714361469,0.9493567289750221,0.9470160829455466,0.9446869502899211,29000,1547,0.965973989539707,0.9674376599267472,0.968905772632256,1698,48205
A,17,central_half,80450,0.9551646985705408,0.9532827449747974,0.9934854486528956,0.9439061941122499,0.8990401706363313,30348,199,0.9317075125743943,0.9626592958373449,0.9957382104767207,3408,46495
