tag,seed,condition,samples,accuracy,macro_f1,recall_class0,f1_class0,precision_class0,true0_pred0,true0_pred1,recall_class1,f1_class1,precision_class1,true1_pred0,true1_pred1
A,17,xy_fraction6,80450,0.982697327532629,0.9816902030184333,0.9852031296035617,0.9773959923354227,0.9697116159175125,30095,452,0.9811634571067872,0.9859844137014439,0.9908529798644137,940,48963
A,17,xy_fraction4,80450,0.9827097576134245,0.9817039209531038,0.9853013389203522,0.9774140646565022,0.9696520618556701,30098,449,0.9811233793559505,0.9859937772497055,0.9909127706941915,942,48961
A,17,kept_single,80450,0.9547420758234928,0.9519456902134202,0.9395685337349003,0.9403535212882722,0.9411398216159497,28701,1846,0.9640302186241309,0.9635378591385682,0.9630460023221363,1795,48108
A,17,sparse_single,97734,0.9151779319377085,0.9144420488493233,0.9608661724541553,0.9223768235360212,0.8868522453095178,49254,2006,0.8647846107500968,0.9065072741626254,0.9524599488103138,6284,40190
A,17,sparse_context,97734,0.9439089774285305,0.9436224069379517,0.9678111587982833,0.9476418788561823,0.9282960967029678,49610,1650,0.9175452941429617,0.939602935019721,0.9627472229748035,3832,42642
A,37,clean,80450,0.9817650714729645,0.9807554344046521,0.9911938979277835,0.9763474839978717,0.9619392553056297,30278,269,0.9759934272488628,0.9851633848114324,0.9945072895822273,1198,48705
A,37,uniform_half_0,80450,0.9761218147917962,0.9747814749424573,0.9817985399548237,0.968967578307998,0.9564676616915423,29991,556,0.9726469350540048,0.9805953715769165,0.9886747871430317,1365,48538
A,37,uniform_half_1,80450,0.9749285270354258,0.9735234479054979,0.9804563459586866,0.9674241323061518,0.9547338221230475,29950,597,0.9715447969059976,0.9796227635048442,0.987836185819071,1420,48483
A,37,uniform_half_2,80450,0.9758980733374767,0.9745479460959907,0.9817985399548237,0.9686859062353644,0.9559189137502391,29991,556,0.9722862352964752,0.9804099859566171,0.9886706333034477,1383,48520
A,37,uniform_quarter_0,80450,0.9579738968303294,0.9555394950102237,0.9533505745245032,0.9451359026369168,0.9370615869747088,29122,1425,0.9608039596817827,0.9659430873835306,0.9711374868346431,1956,47947
A,37,uniform_quarter_1,80450,0.9589310130515848,0.956548040347954,0.9543654041313386,0.946372342152248,0.9385120561439655,29153,1394,0.961725747951025,0.96672373854366,0.9717739486099581,1910,47993
A,37,uniform_quarter_2,80450,0.958483530142946,0.956074592845692,0.9537761482305954,0.9457880214250933,0.9379325886102436,29135,1412,0.9613650481934953,0.9663611642662907,0.9714094802275902,1928,47975
A,37,central_half,80450,0.9541330018645121,0.9522509515595975,0.9949913248436835,0.9427711777660598,0.8957590404055289,30394,153,0.9291224976454321,0.9617307253531352,0.9967110213031235,3537,46366
A,37,xy_fraction6,80450,0.9816904909881914,0.9806767245249165,0.9910956886109928,0.9762507456911146,0.9618439445927055,30275,272,0.9759333106226079,0.9851027033587184,0.9944460325887206,1201,48702
A,37,xy_fraction4,80450,0.9817775015537601,0.9807691304767587,0.991292107244574,0.9763655123492616,0.9618817699564817,30281,266,0.9759533494980261,0.985172748604256,0.9945679919949356,1200,48703
A,37,kept_single,80450,0.953847110006215,0.950993553863388,0.9382918126166235,0.9391680456116782,0.9400459166939981,28662,1885,0.9633689357353266,0.9628190621150977,0.9622698158526821,1828,48075
A,37,sparse_single,97734,0.8986330243313484,0.8975862118756761,0.9530628170113149,0.9079403428890025,0.8668973471741638,48854,2406,0.838597925721909,0.8872320808623496,0.9418545639092293,7501,38973
A,37,sparse_context,97734,0.939539975852825,0.9391422455325562,0.9727467811158799,0.9440621006295262,0.9170206896551724,49863,1397,0.9029134569867022,0.9342223904355861,0.967780622246823,4512,41962
B,7,clean,80450,0.9810192666252331,0.9798569849646367,0.9755131436802305,0.9750184049079754,0.9745241677022696,29799,748,0.9843897160491353,0.984695565021298,0.9850016041065127,779,49124
B,7,uniform_half_0,80450,0.9774021131137353,0.9760239523178733,0.9713556159360984,0.9702756613583597,0.969198105503838,29672,875,0.9811033404805323,0.9817722432773868,0.9824420587940202,943,48960
B,7,uniform_half_1,80450,0.9771410814170292,0.9757462342985932,0.9709300422300062,0.9699298526742646,0.9689317216595884,29659,888,0.9809430294771857,0.9815626159229219,0.982182985553772,951,48952
B,7,uniform_half_2,80450,0.977302672467371,0.9759251382294554,0.9719448718368416,0.9701663235630493,0.9683942724811637,29690,857,0.9805823297196561,0.9816839528958613,0.9827880540659959,969,48934
B,7,uniform_quarter_0,80450,0.9715599751398384,0.9699205105693662,0.9719448718368416,0.9628980995005514,0.9540181870762507,29690,857,0.9713243692763962,0.9769429216381812,0.9826268523586531,1431,48472
B,7,uniform_quarter_1,80450,0.9727408328154133,0.9711632391694649,0.9729269650047467,0.9644184122142359,0.9560573891784083,29720,827,0.9726268961785864,0.977908066124694,0.983246900575318,1366,48537
B,7,uniform_quarter_2,80450,0.9722436295835923,0.9706455567441683,0.9730251743215373,0.9637964299032086,0.9547411024026725,29723,824,0.9717652245355991,0.9774946835851281,0.9832921043026887,1409,48494
B,7,central_half,80450,0.9739838408949658,0.9726631273669815,0.9931253478246637,0.9666544521802858,0.9415580384854128,30337,210,0.9622667975873194,0.9786718025536771,0.9956458635703919,1883,48020
B,7,xy_fraction6,80450,0.9809571162212555,0.9797898758130179,0.9752839886077193,0.9749329144577524,0.9745820929700023,29792,755,0.984429793799972,0.9846468371682835,0.9848639762635072,777,49126
B,7,xy_fraction4,80450,0.9810441267868241,0.9798820921579613,0.9753821979245098,0.9750470424609343,0.9747121172467941,29795,752,0.9845099493016451,0.9847171418549883,0.9849244216350588,773,49130
B,7,kept_single,80450,0.9704785581106277,0.9688907952023991,0.9804563459586866,0.9618627057406663,0.9439611699445285,29950,597,0.9643708795062421,0.9759188846641318,0.9877468084232995,1778,48125
B,7,sparse_single,97734,0.9468966787402542,0.9467606611099284,0.9508778774873196,0.9494516625435846,0.948029719531645,48742,2518,0.9425054869389335,0.9440696596762722,0.9456390328151986,2672,43802
B,7,sparse_context,97734,0.9585098328115088,0.9584273632743379,0.9562231759656652,0.9602789777346773,0.964369331260944,49016,2244,0.9610319748676679,0.9565757488139985,0.9521606583239175,1811,44663
B,17,clean,80450,0.983430702299565,0.9824689671173142,0.986578060038629,0.9783628483776194,0.9702833226014166,30137,410,0.9815041179888985,0.986575085857009,0.9916987244381453,923,48980
B,17,uniform_half_0,80450,0.979502796768179,0.9783295735487578,0.9834353619013324,0.973287327274789,0.963346587993843,30041,506,0.9770955653968699,0.9833718198227268,0.9897292250233427,1143,48760
B,17,uniform_half_1,80450,0.9786575512740833,0.9774387057225027,0.9826496873670082,0.9721947822707324,0.9619600051275478,30017,530,0.9762138548784642,0.9826826291742731,0.9892377045851439,1187,48716
B,17,uniform_half_2,80450,0.9789185829707893,0.9777161415002125,0.983173470389891,0.9725397493604482,0.9621335896203749,30033,514,0.9763140492555558,0.9828925336399766,0.9895602721641109,1182,48721
B,17,uniform_quarter_0,80450,0.9724673710379117,0.9709814166577906,0.9825842144891479,0.9644148124347337,0.9469051675184554,30015,532,0.9662745726709817,0.9775480208808474,0.9890876271742698,1683,48220
B,17,uniform_quarter_1,80450,0.9735114978247359,0.9720696159721156,0.9827478966837987,0.9657235688665133,0.9492790285858841,30020,527,0.9678576438290283,0.9784156630777178,0.9892065702699382,1604,48299
B,17,uniform_quarter_2,80450,0.9729645742697327,0.9715108549129237,0.9837627262906341,0.9650753889879089,0.9470847778127954,30051,496,0.966354728172655,0.9779463208379384,0.9898193760262726,1679,48224
B,17,central_half,80450,0.9702050963331261,0.9687697715247487,0.9952859527940551,0.9620745850671645,0.9310080842724154,30403,144,0.9548524136825441,0.9754649579823331,0.9969870695066326,2253,47650
B,17,xy_fraction6,80450,0.9834058421379739,0.9824430965988307,0.9866107964775592,0.9783317914008862,0.970190574298223,30138,409,0.9814440013626435,0.9865544017967751,0.9917183007330013,926,48977
B,17,xy_fraction4,80450,0.983480422622747,0.9825209271627966,0.9865453235996988,0.9784256749078749,0.9704385908417595,30136,411,0.98160431236599,0.9866161794177182,0.9916794882176695,918,48985
B,17,kept_single,80450,0.9683157240522063,0.9666930866603645,0.9844501915081677,0.9593415532834607,0.9354818639955205,30072,475,0.9584393723824219,0.9740446200372682,0.9901664458429944,2074,47829
B,17,sparse_single,97734,0.941637505883316,0.9415369151744435,0.9372220054623488,0.9439619601524738,0.950799556681444,48042,3218,0.9465077247493222,0.9391118701964133,0.9318306994873533,2486,43988
B,17,sparse_context,97734,0.9628379069719852,0.9627442599421805,0.9656847444401092,0.9646121168423719,0.9635418694281154,49501,1759,0.9596978955975384,0.960876403041989,0.9620578084555651,1873,44601
B,37,clean,80450,0.9822995649471722,0.9812892824655612,0.987527416767604,0.9769415117559428,0.9665801531609471,30166,381,0.979099452938701,0.9856370531751796,0.9922625454397758,1043,48860
B,37,uniform_half_0,80450,0.9794282162834058,0.9782600134021338,0.9844829279470979,0.9732204980501934,0.9622128367568951,30073,474,0.9763340881309741,0.9832995287540742,0.9903650703309212,1181,48722
B,37,uniform_half_1,80450,0.9784586699813549,0.9772356870608517,0.9832389432677513,0.9719592900021035,0.9609355003839263,30035,512,0.9755325331142416,0.9825120841196,0.9895922266943123,1221,48682
B,37,uniform_half_2,80450,0.9788688626476072,0.9776714782795638,0.9840573542410057,0.9725008087997412,0.9612125475649922,30060,487,0.9756928441175882,0.9828421477593864,0.9900969965634341,1213,48690
B,37,uniform_quarter_0,80450,0.9717215661901802,0.9701932387572778,0.9814057026876616,0.9634438320505199,0.9461276273433062,29979,568,0.9657936396609422,0.9769426454640356,0.9883520629972931,1707,48196
B,37,uniform_quarter_1,80450,0.9725170913610939,0.9710203892564859,0.9813729662487315,0.9644345070535815,0.9480708412397217,29978,569,0.9670961665631325,0.9776062714593905,0.9883473274626254,1642,48261
B,37,uniform_quarter_2,80450,0.972802983219391,0.9713315703879248,0.9826824238059384,0.9648367189508871,0.947627616251539,30018,529,0.9667555056810212,0.9778264218249625,0.9891538351136899,1659,48244
B,37,central_half,80450,0.9702796768178993,0.9688475967387185,0.9953514256719154,0.9621683201215171,0.9311263551172904,30405,142,0.9549325691842174,0.9755268733559197,0.9970290400870365,2249,47654
B,37,xy_fraction6,80450,0.9823617153511498,0.9813548663516594,0.9875928896454643,0.977022103473403,0.9666752114842349,30168,379,0.979159569564956,0.9856876292299158,0.9923033183055116,1040,48863
B,37,xy_fraction4,80450,0.9823865755127408,0.9813811456097965,0.9876256260843945,0.977054489515019,0.9667072545501153,30169,378,0.9791796084403743,0.9857078017045741,0.9923236261727794,1039,48864
B,37,kept_single,80450,0.9679801118707272,0.9663362067123792,0.9836645169738436,0.9588971151391371,0.9353463035019455,30048,499,0.958379255756167,0.9737752982856213,0.9896740817382307,2077,47826
B,37,sparse_single,97734,0.9384860949106759,0.9384079157349864,0.9286383144752244,0.9406022763199494,0.9528785331091361,47602,3658,0.9493480225502432,0.9362135551500234,0.9234375654066725,2354,44120
B,37,sparse_context,97734,0.9615793889536907,0.961487844446802,0.9631681623097932,0.9633654962487439,0.9635629110638381,49372,1888,0.9598270000430348,0.9596101926448601,0.9593934831702333,1867,44607
base16,7,clean,80450,0.9822001243008079,0.9811944762939411,0.9888696107637411,0.9768457135465511,0.9651107064123454,30207,340,0.9781175480432038,0.985543239041331,0.9930825415556144,1092,48811
base16,7,uniform_half_0,80450,0.9784959602237414,0.9773204009117666,0.9887059285690902,0.9721569511056748,0.9561528476905056,30202,345,0.9722461575456386,0.9824838507178584,0.9929394429322801,1385,48518
base16,7,uniform_half_1,80450,0.9782349285270354,0.9770452364402145,0.9883785641797885,0.9718194254445964,0.9558060022793465,30192,355,0.9720257299160371,0.9822710474358325,0.9927346404158651,1396,48507
base16,7,uniform_half_2,80450,0.9779117464263518,0.9767091113701547,0.9885095099355092,0.971416622432402,0.9549048131048005,30196,351,0.9714245636534877,0.9820016003079074,0.9928115015974441,1426,48477
base16,7,uniform_quarter_0,80450,0.970627719080174,0.9690901489643874,0.9844501915081677,0.9621962340217896,0.9409261576971214,30072,475,0.9621666032102278,0.9759840639069852,0.990204165807383,1888,48015
base16,7,uniform_quarter_1,80450,0.9713735239279055,0.9698785080981354,0.9857596490653747,0.9631679114622483,0.941588492808005,30112,435,0.962567380718594,0.9765891047340225,0.9910253765215598,1868,48035
base16,7,uniform_quarter_2,80450,0.970627719080174,0.9691023850453953,0.9855632304317936,0.962237315221734,0.9399900087423504,30106,441,0.9614852814460052,0.9759674548690567,0.9908925694932056,1922,47981
base16,7,central_half,80450,0.9658918582970789,0.9643401321953486,0.9972174026909353,0.9569014261481434,0.9197186075299659,30462,85,0.9467166302627097,0.9717788382425538,0.998204060935156,2659,47244
base16,7,xy_fraction6,80450,0.9822125543816035,0.981207266191515,0.9888368743248109,0.976860760312404,0.9651712678936605,30206,341,0.9781576257940404,0.985553772070626,0.9930626195223177,1090,48813
base16,7,xy_fraction4,80450,0.982224984462399,0.9812209690956544,0.9889350836416014,0.9768787996378218,0.9651129356889556,30209,338,0.9781175480432038,0.9855631385534871,0.993122952654174,1092,48811
base16,7,kept_single,80450,0.9675574891236793,0.9659040746786614,0.984122827118866,0.9583957662511556,0.9339795569639917,30062,485,0.957417389736088,0.9734123831061671,0.9899508940596315,2125,47778
base16,7,sparse_single,97734,0.9549696113941925,0.9547006400498642,0.9838470542333203,0.9581912316534461,0.9338394593093232,50432,828,0.9231183027068899,0.9512100484462823,0.98106519700885,3573,42901
base16,7,sparse_context,97734,0.9657028260380216,0.9655354956130628,0.9870464299648849,0.9679369452096724,0.9495533368365738,50596,664,0.9421612084176099,0.9631340460164532,0.9850618672665917,2688,43786
base16,17,clean,80450,0.9814294592914854,0.9803871689806495,0.9888041378858807,0.9758658568105454,0.9632617916254744,30205,342,0.9769152155181051,0.9849084811507536,0.9930336300490905,1152,48751
base16,17,uniform_half_0,80450,0.97775015537601,0.9765461159245811,0.9891642387141126,0.971232040114429,0.9539384372533544,30216,331,0.9707632807646834,0.9818601917347332,0.9932137365453614,1459,48444
base16,17,uniform_half_1,80450,0.9774518334369173,0.9762282607283669,0.9883785641797885,0.9708350750828001,0.953903510157657,30192,355,0.9707632807646834,0.9816214463739337,0.9927252607635403,1459,48444
base16,17,uniform_half_2,80450,0.9773523927905532,0.9761296616661925,0.9889678200805316,0.970727161723595,0.9531471840984382,30210,337,0.9702422700038074,0.98153216160879,0.9930878884217004,1485,48418
base16,17,uniform_quarter_0,80450,0.9697700435052827,0.9682198686726824,0.9861852227714669,0.9612009827382662,0.9374513770032674,30125,422,0.9597218604091938,0.9752387546070985,0.9912656524888751,2010,47893
base16,17,uniform_quarter_1,80450,0.9705034182722188,0.9689817062810719,0.9863161685271876,0.9621114144752598,0.9390662012217927,30129,418,0.960823998557201,0.9758519980868839,0.9913575652317744,1955,47948
base16,17,uniform_quarter_2,80450,0.9697949036668738,0.9682514966836272,0.9867090057943497,0.9612514351320322,0.9370744598165708,30141,406,0.9594413161533375,0.9752515582352222,0.9915915915915916,2024,47879
base16,17,central_half,80450,0.9658794282162834,0.9643250082710485,0.9970209840573543,0.9568782694754701,0.9198429477499245,30456,91,0.9468168246398012,0.971771747066627,0.9980777355302071,2654,47249
base16,17,xy_fraction6,80450,0.9814667495338719,0.98042667064233,0.9888696107637411,0.9759147080203537,0.9632948529880733,30207,340,0.9769352543935235,0.9849386332643063,0.9930742279801189,1151,48752
base16,17,xy_fraction4,80450,0.9814045991298943,0.9803602001677998,0.98867319213016,0.9758312061779056,0.9633185544320755,30201,346,0.9769552932689417,0.9848891941576938,0.9929530132996599,1150,48753
base16,17,kept_single,80450,0.9667992541951522,0.9651614960746182,0.9875928896454643,0.9576078848381926,0.9293900184842884,30168,379,0.95407089754123,0.9727151073110437,0.9921025213586164,2292,47611
base16,17,sparse_single,97734,0.9559723330673051,0.9557045515211624,0.9854662504877097,0.9591486049006485,0.9342000628779613,50515,745,0.9234410638206308,0.9522604981416763,0.9829367169785392,3558,42916
base16,17,sparse_context,97734,0.9668385618106289,0.9666752888653594,0.9884315255559891,0.9690078890748267,0.9503329269436369,50667,593,0.9430219047209192,0.9643426886558921,0.9866498570431572,2648,43826
base16,37,clean,80450,0.9836668738346799,0.9827119119076144,0.985825121943235,0.9786487276981574,0.9715760606549444,30114,433,0.9823457507564676,0.9867750961170716,0.9912445657668587,881,49022
base16,37,uniform_half_0,80450,0.979763828464885,0.9785803991172362,0.9806527645922677,0.973545661358466,0.9665408318007292,29956,591,0.9792196861912109,0.9836151368760064,0.9880502254483693,1037,48866
base16,37,uniform_half_1,80450,0.9797762585456805,0.9785950120277565,0.9808491832258487,0.9735666357979562,0.966391433363437,29962,585,0.9791194918141194,0.9836233882575567,0.9881689115398616,1042,48861
base16,37,uniform_half_2,80450,0.979763828464885,0.9785875406630258,0.9815366484433823,0.9735688541091665,0.9657293780397462,29983,564,0.9786786365549165,0.9836062272168852,0.9885836892496407,1064,48839
base16,37,uniform_quarter_0,80450,0.9717339962709758,0.9701406636503542,0.97541493436344,0.9632431383958879,0.9513713720106006,29796,751,0.9694807927379115,0.9770381889048205,0.9847143351448169,1523,48380
base16,37,uniform_quarter_1,80450,0.9729894344313238,0.9714698108327977,0.9773463842603202,0.964885348157006,0.952738064845545,29855,692,0.9703224255054806,0.9780542735085894,0.9859103310664984,1481,48422
base16,37,uniform_quarter_2,80450,0.9723306401491609,0.9707727124538195,0.976364291092415,0.9640248238412309,0.9519933607839383,29825,722,0.9698615313708595,0.9775206010664081,0.9853016021660796,1504,48399
base16,37,central_half,80450,0.9704661280298322,0.9690289833544226,0.9942711231872197,0.9623574144486692,0.9324286986154177,30372,175,0.9558944352042963,0.9757005522601759,0.9963448002172233,2201,47702
base16,37,xy_fraction6,80450,0.9836171535114978,0.9826597134618286,0.985825121943235,0.978585123322393,0.9714506919578051,30114,433,0.9822655952547943,0.9867343036012641,0.9912438575559644,885,49018
base16,37,xy_fraction4,80450,0.9835798632691113,0.9826199215092426,0.9857269126264445,0.9785353330191898,0.971447928765002,30111,436,0.9822655952547943,0.9867045099992955,0.9911837262910987,885,49018
base16,37,kept_single,80450,0.9690739589807333,0.9674150847344056,0.9789832062068288,0.9600629233683264,0.941860098894523,29905,642,0.963008235977797,0.9747672461004848,0.9868169777613504,1846,48057
base16,37,sparse_single,97734,0.9552458714469888,0.9550043782200303,0.980491611392899,0.9583007607680134,0.9370921430435918,50260,1000,0.9274002668158541,0.9517079956720471,0.9773242630385488,3374,43100
base16,37,sparse_context,97734,0.9663269691202652,0.9661987685781261,0.979925868123293,0.9682804352645225,0.9569085401863106,50231,1029,0.9513276240478548,0.9641171018917298,0.977255144669658,2262,44212
combined23,7,clean,80450,0.9854070851460535,0.984592885479091,0.994893115526893,0.9810510685002259,0.9675889076379381,30391,156,0.9796004248241589,0.988134702457956,0.9968189881935523,1018,48885
combined23,7,uniform_half_0,80450,0.9805344934742076,0.9794671854720813,0.9909647428552723,0.974785856894442,0.9591267703811667,30271,276,0.9741498507103782,0.9841485140497206,0.9943545582850948,1290,48613
combined23,7,uniform_half_1,80450,0.9809322560596644,0.9798817000672464,0.9908010606606213,0.9752843746979022,0.9602462007043371,30266,281,0.9748912891008557,0.9844790254365906,0.9942572193496965,1253,48650
combined23,7,uniform_half_2,80450,0.9804847731510254,0.9794125223025643,0.9906046420270403,0.9747141246577549,0.9593253653742511,30260,287,0.9742901228383063,0.9841109199473738,0.994131719385773,1283,48620
combined23,7,uniform_quarter_0,80450,0.97230577998757,0.9708524788199904,0.9863161685271876,0.9643440130589253,0.9433294718056294,30129,418,0.9637296354928562,0.9773609445810555,0.9913833975799303,1810,48093
combined23,7,uniform_quarter_1,80450,0.9722684897451833,0.9708089650784459,0.9858578583821652,0.9642817117881558,0.9436297549664724,30115,432,0.9639500631224576,0.977336218368736,0.9910993901433988,1799,48104
combined23,7,uniform_quarter_2,80450,0.9723927905531385,0.9709411678862119,0.9861524863325367,0.964446365397237,0.9436752083202807,30124,423,0.9639701019978759,0.9774359703751867,0.9912833827893175,1798,48105
combined23,7,central_half,80450,0.9716718458669982,0.9703095006182276,0.9974465577634465,0.9639495705269152,0.9326293235384144,30469,78,0.9558944352042963,0.97666943070954,0.9983675177898702,2201,47702
combined23,7,xy_fraction6,80450,0.98544437538844,0.9846323490220501,0.9949585884047534,0.9810997950191261,0.967621776504298,30393,154,0.9796204636995772,0.988164903024974,0.9968597063621534,1017,48886
combined23,7,xy_fraction4,80450,0.985419515226849,0.9846053587499869,0.9947949062101025,0.9810650696540703,0.9677090631169989,30388,159,0.9796805803258322,0.9881456478459035,0.9967582776056109,1014,48889
combined23,7,kept_single,80450,0.9658172778123058,0.964062747578004,0.9808491832258487,0.9561221559179245,0.9326111993027671,29962,585,0.9566158347193555,0.9720033392380836,0.9878939635370321,2165,47738
combined23,7,sparse_single,97734,0.950232263081425,0.949968521135272,0.975087787748732,0.9536010683964514,0.9330408810901624,49983,1277,0.9228170590007316,0.9463359738740925,0.9710850466443257,3587,42887
combined23,7,sparse_context,97734,0.9681993983669961,0.9680459833016766,0.9890557939914163,0.9702600807609133,0.9521654208766855,50699,561,0.9451951628867754,0.9658318858424397,0.9873898579392195,2547,43927
combined23,17,clean,80450,0.9852952144188937,0.984463959315218,0.9928634563132223,0.9808702964052974,0.9691634179075861,30329,218,0.9806624852213294,0.9880576222251386,0.9955651395557003,965,48938
combined23,17,uniform_half_0,80450,0.9803977625854569,0.9793021978482479,0.9880511997904868,0.9745402883389032,0.9613938969229789,30182,365,0.9757128829930064,0.9840641073575925,0.9925595238095238,1212,48691
combined23,17,uniform_half_1,80450,0.9800372902423866,0.9789104720853479,0.9861524863325367,0.9740356322954054,0.9622129236273038,30124,423,0.9762940103801374,0.9837853118752903,0.9913924668823637,1183,48720
combined23,17,uniform_half_2,80450,0.9802237414543195,0.9791187029134192,0.9878547811569057,0.9743150961367709,0.9611415466938463,30176,371,0.97555257198966,0.9839223096900674,0.9924369062665633,1220,48683
combined23,17,uniform_quarter_0,80450,0.9718831572405221,0.9703559907368489,0.9809146561037091,0.9636275928605885,0.9469392914704674,29964,583,0.966354728172655,0.9770843886131091,0.9880549921117873,1679,48224
combined23,17,uniform_quarter_1,80450,0.9730142945929149,0.9715450088827269,0.9820604314662651,0.9650790586948479,0.9486749731199797,29999,548,0.9674769051960804,0.978010959070606,0.9887769312689441,1623,48280
combined23,17,uniform_quarter_2,80450,0.9723430702299565,0.9708403634425139,0.981471175565522,0.9642208178558219,0.9475663716814159,29981,566,0.9667555056810212,0.9774599090292059,0.9884040155705798,1659,48244
combined23,17,central_half,80450,0.9727781230577999,0.9714493102969901,0.9968900383016336,0.9652898849335911,0.9356315482225704,30452,95,0.9580185559986374,0.977608735660389,0.9980168256685386,2095,47808
combined23,17,xy_fraction6,80450,0.9852827843380982,0.9844505431319985,0.9927979834353619,0.9808531970632944,0.9691924195455562,30327,220,0.9806825240967477,0.9880478892007026,0.9955247258894607,964,48939
combined23,17,xy_fraction4,80450,0.9853573648228714,0.9845300929289542,0.9930271385078732,0.9809526889370371,0.9691683440365507,30334,213,0.9806624852213294,0.9881074969208714,0.9956664157392525,965,48938
combined23,17,kept_single,80450,0.9672218769422001,0.9654556861272374,0.9759059809473926,0.9576446778778972,0.9400542381432896,29811,736,0.9619060978297898,0.9732666943765776,0.9848988468956461,1901,48002
combined23,17,sparse_single,97734,0.9533939059078724,0.9531376648683039,0.9793796332422942,0.956602928706853,0.9348615482020819,50203,1057,0.9247321082755949,0.9496724010297546,0.9759952762700702,3498,42976
combined23,17,sparse_context,97734,0.9679742975832362,0.9678337660108762,0.9857978930940304,0.969959882526825,0.9546227377488948,50532,728,0.9483151869862719,0.9657076494949274,0.98375,2402,44072
combined23,37,clean,80450,0.9864512119328775,0.9856604624385767,0.9897534946148558,0.982293121933786,0.9749443745767631,30234,313,0.984429793799972,0.9890278029433673,0.9936689657962338,777,49126
combined23,37,uniform_half_0,80450,0.9816904909881914,0.9806481608212113,0.9871018430615117,0.9761569465352304,0.9654521004098361,30153,394,0.9783780534236418,0.9851393751071922,0.9919947986509001,1079,48824
combined23,37,uniform_half_1,80450,0.9810814170292107,0.9799957357398907,0.9851376567257014,0.9753354508329553,0.9657263887551747,30093,454,0.9785984810532433,0.9846560206468263,0.9907890198624439,1068,48835
combined23,37,uniform_half_2,80450,0.9818769422001243,0.9808495429888784,0.9879529904736962,0.976413873430827,0.9651411941539544,30179,368,0.9781576257940404,0.9852852125469299,0.9925174355950469,1090,48813
combined23,37,uniform_quarter_0,80450,0.9734493474207583,0.9720022476250956,0.9824860051723574,0.9656370656370656,0.9493562774807832,30012,535,0.9679177604552832,0.9783674296131254,0.9890451911460573,1601,48302
combined23,37,uniform_quarter_1,80450,0.9731261653200746,0.9716587472514413,0.9817985399548237,0.9652098352214212,0.9491723897838402,29991,556,0.9678175660781917,0.9781076592814614,0.988618917978425,1606,48297
combined23,37,uniform_quarter_2,80450,0.9733623368551896,0.9719150107223853,0.9828133695616591,0.9655394214224838,0.9488621997471555,30022,525,0.967577099573172,0.9782906000222868,0.9892440073755377,1618,48285
combined23,37,central_half,80450,0.9747172156619018,0.9734484791355674,0.9956787900612172,0.9676444387884958,0.9411455271219482,30415,132,0.9618860589543715,0.979252519482639,0.9972575987368334,1902,48001
combined23,37,xy_fraction6,80450,0.9865257924176507,0.9857393956728597,0.9898517039316463,0.9823905909873615,0.975041114443262,30237,310,0.9844899104262269,0.989088200358358,0.9937296466352474,774,49129
combined23,37,xy_fraction4,80450,0.9865382224984462,0.9857533432435687,0.9900153861262971,0.9824094076372083,0.9749194068343005,30242,305,0.9844097549245536,0.989097278849929,0.993829658102367,778,49125
combined23,37,kept_single,80450,0.9681044126786824,0.9664333821138211,0.9810128654204996,0.958944,0.9378462116233217,29967,580,0.9602027934192333,0.9739227642276422,0.9880404973503516,1986,47917
combined23,37,sparse_single,97734,0.954580800949516,0.9543235236417233,0.9815645727662895,0.9577515727759853,0.9350666245423628,50315,945,0.9248181779059259,0.9508954745074614,0.9784860557768924,3494,42980
combined23,37,sparse_context,97734,0.9673194589395707,0.9671922407773068,0.9815255559890753,0.9692352147948372,0.9572488584474886,50313,947,0.9516503851615957,0.9651492667597765,0.9790366139814938,2247,44227
core8,7,clean,80450,0.9745804847731511,0.9732310267468592,0.9876910989622549,0.9672207350890409,0.9475816582914572,30171,376,0.966555116926838,0.9792413184046775,0.992264966056367,1669,48234
core8,7,uniform_half_0,80450,0.96591671845867,0.964122266709825,0.9774445935771107,0.9560984981907842,0.9356648177744351,29858,689,0.9588601887662065,0.9721460352288658,0.9858052287851007,2053,47850
core8,7,uniform_half_1,80450,0.9662399005593536,0.9644699423652852,0.9784594231839461,0.956539827823471,0.9355808057094563,29889,658,0.9587599943891149,0.9724000569070992,0.9864338288353298,2058,47845
core8,7,uniform_half_2,80450,0.9659540087010565,0.964183882209393,0.9792450977182702,0.9562215296092065,0.9342557311512274,29913,634,0.9578181672444542,0.9721462348095795,0.9869094813346547,2105,47798
core8,7,uniform_quarter_0,80450,0.9584338098197638,0.9563269556869529,0.9728614921268864,0.9467346288626951,0.9219743740886669,29718,829,0.9496022283229465,0.9659192825112107,0.9828068938341249,2515,47388
core8,7,uniform_quarter_1,80450,0.9589683032939714,0.9568848290107843,0.9733198022719088,0.9474069943439816,0.9228381650009312,29732,815,0.9501833557100775,0.966362663677587,0.9831025045612871,2486,47417
core8,7,uniform_quarter_2,80450,0.9583467992541952,0.9562428089294154,0.9732215929551183,0.9466477734082696,0.9214865786374062,29729,818,0.9492415285654169,0.9658378444505612,0.9830248194571263,2533,47370
core8,7,central_half,80450,0.9427470478558111,0.9406587213727114,0.9944020689429404,0.929526607301325,0.8725977420930165,30376,171,0.9111275875197884,0.9517908354440979,0.9962532044961546,4435,45468
