tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
combined23,geometry19,37,uniform_quarter_0,0.0013649767584873462,592,690
combined23,geometry19,7,uniform_quarter_1,0.0013475087589128742,578,684
combined23,geometry19,17,uniform_quarter_1,0.0013037218216398472,594,697
combined23,geometry19,37,uniform_quarter_1,-5.4216490668723694e-05,694,684
combined23,geometry19,7,uniform_quarter_2,0.0016411308978973027,556,684
combined23,geometry19,17,uniform_quarter_2,0.0009692384308356283,622,700
combined23,geometry19,37,uniform_quarter_2,0.0005728917546687917,682,720
combined23,geometry19,7,central_half,0.006170305707976276,440,921
combined23,geometry19,17,central_half,0.0033211297178694643,465,723
combined23,geometry19,37,central_half,0.0004089029619872564,505,535
combined23,geometry19,7,xy_fraction6,0.0030108850615635507,304,534
combined23,geometry19,17,xy_fraction6,0.0027019337851399428,374,579
combined23,geometry19,37,xy_fraction6,0.003709276218081148,380,659
combined23,geometry19,7,xy_fraction4,0.0031949025821628174,303,547
combined23,geometry19,17,xy_fraction4,0.002834267006902591,366,581
combined23,geometry19,37,xy_fraction4,0.00390642750400827,374,668
combined23,geometry19,7,kept_single,0.0016899031664222575,827,960
combined23,geometry19,17,kept_single,-0.0007020612051356068,833,789
combined23,geometry19,37,kept_single,-0.0008837058361944594,891,815
combined23,geometry19,7,sparse_single,0.001270345710469245,805,928
combined23,geometry19,17,sparse_single,-0.00042660822774509555,763,719
combined23,geometry19,37,sparse_single,0.0019220368553437561,717,908
combined23,geometry19,7,sparse_context,0.0021684219441926444,571,781
combined23,geometry19,17,sparse_context,0.0018494485297649854,628,807
combined23,geometry19,37,sparse_context,0.002712155916635095,732,998
combined23,distribution20,7,clean,3.572591357081656e-05,329,330
combined23,distribution20,17,clean,8.126517005857536e-05,319,325
combined23,distribution20,37,clean,-0.000558651518100195,324,282
combined23,distribution20,7,uniform_half_0,0.0002375208424534314,427,443
combined23,distribution20,17,uniform_half_0,-0.0006269034314854149,397,350
combined23,distribution20,37,uniform_half_0,2.7274682125599803e-05,401,404
combined23,distribution20,7,uniform_half_1,0.0016954592891085252,384,511
combined23,distribution20,17,uniform_half_1,-0.0008578037021531593,446,382
combined23,distribution20,37,uniform_half_1,0.00015401382693691623,413,426
combined23,distribution20,7,uniform_half_2,0.0007925555860590627,400,459
combined23,distribution20,17,uniform_half_2,-0.0007704393388309194,418,360
combined23,distribution20,37,uniform_half_2,0.0005594038227973996,375,418
combined23,distribution20,7,uniform_quarter_0,0.0015349100219750333,503,618
combined23,distribution20,17,uniform_quarter_0,-0.0003914872896118027,557,531
combined23,distribution20,37,uniform_quarter_0,0.0012886279308401694,498,599
