tag,reference,condition,seed,delta,low,high
geometry19,base16,uniform_quarter_2,37,0.0005694065138970306,-0.0012675067642495181,0.002646258656882185
geometry19,base16,uniform_quarter_2,mean3,0.0007955622616224733,-0.0006651292626864443,0.0026887440163944802
geometry19,base16,central_half,7,-0.00020093728509729125,-0.0018674395573944542,0.0010046537263379946
geometry19,base16,central_half,17,0.0038031723080721447,0.0013984416336986466,0.008132393604770811
geometry19,base16,central_half,37,0.00401059281915761,0.0019909477708003804,0.008332811158006465
geometry19,base16,central_half,mean3,0.002537609280710821,0.001139698984134007,0.0053409601596234755
geometry19,base16,xy_fraction6,7,0.00041419776897155813,-0.001630220756219805,0.002314970839334398
geometry19,base16,xy_fraction6,17,0.001321938704528569,-0.0009156232807651821,0.004612448928022505
geometry19,base16,xy_fraction6,37,-0.0006295940070499828,-0.0034992999518485253,0.0024884026859292698
geometry19,base16,xy_fraction6,mean3,0.0003688474888167148,-0.001272138704683178,0.002573235160179197
geometry19,base16,xy_fraction4,7,0.00018948707216970284,-0.001778260755146374,0.0019900218273842885
geometry19,base16,xy_fraction4,17,0.0013356257542518346,-0.0008607928866062875,0.004498812112110387
geometry19,base16,xy_fraction4,37,-0.0007730057696822001,-0.0036072061633445314,0.002231411707628874
geometry19,base16,xy_fraction4,mean3,0.00025070235224644577,-0.0013918346073442298,0.00234904723768537
geometry19,base16,kept_single,7,-0.003531230267079577,-0.006108713774762256,-0.0017484770192554876
geometry19,base16,kept_single,17,0.000996251257754821,-0.00036334025312404763,0.0031348951762157377
geometry19,base16,kept_single,37,-9.7996784390042e-05,-0.0033266921092457795,0.0036687874503183765
geometry19,base16,kept_single,mean3,-0.0008776585979049326,-0.002416696765983409,0.0006866462899785501
geometry19,base16,sparse_single,7,-0.006002464625061488,-0.011153127297561119,-0.00317000179791633
geometry19,base16,sparse_single,17,-0.00214027842511344,-0.00434815008217831,-0.0008268534269859882
geometry19,base16,sparse_single,37,-0.002602891433650667,-0.007180620220916053,0.00021927794022295278
geometry19,base16,sparse_single,mean3,-0.003581878161275198,-0.007053637450574926,-0.001917811164844964
geometry19,base16,sparse_context,7,0.00034206574442108284,-0.0014264387776894178,0.002434311098874423
geometry19,base16,sparse_context,17,-0.000690971384248118,-0.0034746583593403546,0.0011451982695508205
geometry19,base16,sparse_context,37,-0.0017186837174544278,-0.005648330804516949,0.0012754313907398817
geometry19,base16,sparse_context,mean3,-0.0006891964524271543,-0.002780530798850046,0.0007423537192079711
geometry19,base16,composite,7,-0.0011298831679047439,-0.0024842259601321583,-9.237093377997645e-05
geometry19,base16,composite,17,0.0007524642376419699,-0.0009027541686909196,0.002873992958987414
geometry19,base16,composite,37,-0.0001270980589485049,-0.0025541531918499088,0.0024550782442883216
geometry19,base16,composite,mean3,-0.00016817232973709295,-0.0017465730910847788,0.001407341877505984
distribution20,base16,clean,7,0.00336268327157907,0.00038554833010797095,0.0077671831247207584
distribution20,base16,clean,17,0.003995525164509961,0.0017603522512188857,0.007581837854739356
distribution20,base16,clean,37,0.003507202049062519,0.001304897455057813,0.006362936339915015
distribution20,base16,clean,mean3,0.0036218034950505165,0.0014283883197043564,0.006859652453259964
distribution20,base16,uniform_half_0,7,0.0019092637178612648,-0.001209755971157081,0.006180615100812528
distribution20,base16,uniform_half_0,17,0.003382985355152246,0.0018110639614902057,0.006925548241005407
distribution20,base16,uniform_half_0,37,0.0020404870218495574,-0.0012527757668665124,0.005476974339993619
distribution20,base16,uniform_half_0,mean3,0.002444245364954356,0.000967990236734173,0.004842080947159852
distribution20,base16,uniform_half_1,7,0.0011410043379234125,-0.001671184103641754,0.004982914718851519
distribution20,base16,uniform_half_1,17,0.0035400150591341495,0.0019739396657847018,0.007152652853028658
distribution20,base16,uniform_half_1,37,0.0012467098851973724,-0.001799019378180347,0.004578801351416751
