tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
less_shape16,full21,17,xy_fraction4,0.0008487481221335358,275,340
less_shape16,full21,37,xy_fraction4,0.0013382477112640068,282,382
less_shape16,full21,7,kept_single,-6.830592968931626e-05,552,541
less_shape16,full21,17,kept_single,-0.0005197493832029831,546,504
less_shape16,full21,37,kept_single,0.001921336169493859,468,613
less_shape16,full21,7,sparse_single,0.0010247310379054575,521,622
less_shape16,full21,17,sparse_single,0.0012115054286332416,581,696
less_shape16,full21,37,sparse_single,0.0006006531239387547,546,603
less_shape16,full21,7,sparse_context,0.0006733862465803098,532,599
less_shape16,full21,17,sparse_context,0.002043602032527403,454,652
less_shape16,full21,37,sparse_context,0.0011045536134286493,518,625
less_shape16,dedup20,7,clean,0.0007926380574965197,273,334
less_shape16,dedup20,17,clean,0.0003322734633602886,305,329
less_shape16,dedup20,37,clean,0.00045818591859170255,279,314
less_shape16,dedup20,7,uniform_half_0,0.0009583233075505238,350,422
less_shape16,dedup20,17,uniform_half_0,1.1677905091600493e-05,371,370
less_shape16,dedup20,37,uniform_half_0,0.0008310615302319357,346,410
less_shape16,dedup20,7,uniform_half_1,0.001035461628785539,327,405
less_shape16,dedup20,17,uniform_half_1,0.00033327404849414766,373,396
less_shape16,dedup20,37,uniform_half_1,0.001401086312232458,338,445
less_shape16,dedup20,7,uniform_half_2,0.0012069164564374457,332,423
