tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
mean_synthetic,B,37,uniform_quarter_0,-0.0012324574030263546,715,632
mean_synthetic,B,7,uniform_quarter_1,-0.0008739578356988797,661,596
mean_synthetic,B,17,uniform_quarter_1,0.00024093561617977155,532,551
mean_synthetic,B,37,uniform_quarter_1,-0.0009023944435638809,683,625
mean_synthetic,B,7,uniform_quarter_2,-0.0011729673978863042,697,609
mean_synthetic,B,17,uniform_quarter_2,-0.0002817147340956616,565,544
mean_synthetic,B,37,uniform_quarter_2,-0.0010344667530219898,684,615
mean_synthetic,B,7,central_half,-0.002759283612527197,606,391
mean_synthetic,B,17,central_half,-0.0020868835374041605,593,430
mean_synthetic,B,37,central_half,0.00039730424653261487,546,579
mean_synthetic,B,7,xy_fraction6,0.003109613227017416,304,536
mean_synthetic,B,17,xy_fraction6,0.0004027613246450068,332,362
mean_synthetic,B,37,xy_fraction6,0.0006464563040697868,411,464
mean_synthetic,B,7,xy_fraction4,0.0030439161367389334,309,536
mean_synthetic,B,17,xy_fraction4,0.00019390523978424223,344,358
mean_synthetic,B,37,xy_fraction4,0.0005156755043984607,412,455
mean_synthetic,B,7,kept_single,-0.003888413448621897,919,632
mean_synthetic,B,17,kept_single,0.0020043597421692816,548,705
mean_synthetic,B,37,kept_single,-0.00016977325188316517,856,861
mean_synthetic,B,7,sparse_single,0.0005056359193019722,1026,1075
mean_synthetic,B,17,sparse_single,-0.00041482146578974977,1429,1390
mean_synthetic,B,37,sparse_single,-0.005963675883476793,1680,1094
mean_synthetic,B,7,sparse_context,0.006689293467934565,677,1333
mean_synthetic,B,17,sparse_context,0.0005309605151389007,832,886
mean_synthetic,B,37,sparse_context,-0.0007171477525820258,905,833
mean_natural,A,7,clean,0.0021423008429313217,341,504
mean_natural,A,17,clean,0.0009249650863227821,417,485
mean_natural,A,37,clean,0.0015498532276569943,399,520
mean_natural,A,7,uniform_half_0,0.0019475327544519194,534,680
mean_natural,A,17,uniform_half_0,0.0031779766862256587,570,806
mean_natural,A,37,uniform_half_0,0.002522462305240336,544,736
mean_natural,A,7,uniform_half_1,0.0036085300358146277,508,780
mean_natural,A,17,uniform_half_1,0.0032434563753952483,589,830
mean_natural,A,37,uniform_half_1,0.0034118255795856367,540,800
mean_natural,A,7,uniform_half_2,0.0019901084923372725,531,680
mean_natural,A,17,uniform_half_2,0.0019804238158764864,628,773
mean_natural,A,37,uniform_half_2,0.0032447661775241166,524,771
mean_natural,A,7,uniform_quarter_0,0.010436563608551719,625,1411
mean_natural,A,17,uniform_quarter_0,0.013555033445616926,700,1713
mean_natural,A,37,uniform_quarter_0,0.013449408047850997,631,1644
mean_natural,A,7,uniform_quarter_1,0.00850008726430218,702,1340
mean_natural,A,17,uniform_quarter_1,0.01387362353779198,760,1796
mean_natural,A,37,uniform_quarter_1,0.013285854957782783,640,1641
mean_natural,A,7,uniform_quarter_2,0.009140169540332699,680,1367
mean_natural,A,17,uniform_quarter_2,0.012633897725781162,795,1735
mean_natural,A,37,uniform_quarter_2,0.013230786456170263,659,1655
mean_natural,A,7,central_half,0.01555923350277233,373,1590
mean_natural,A,17,central_half,0.012271544497968079,587,1545
mean_natural,A,37,central_half,0.014718619713069647,438,1590
mean_natural,A,7,xy_fraction6,0.002115524716089001,342,503
mean_natural,A,17,xy_fraction6,0.0008979935999228195,415,481
mean_natural,A,37,xy_fraction6,0.0016681098792921123,395,525
mean_natural,A,7,xy_fraction4,0.0018416770872217159,357,497
mean_natural,A,17,xy_fraction4,0.0009502467641554491,415,485
mean_natural,A,37,xy_fraction4,0.0014703174394024021,403,518
mean_natural,A,7,kept_single,0.011011529900419759,855,1675
mean_natural,A,17,kept_single,0.014762759052410646,912,2006
mean_natural,A,37,kept_single,0.015449185726612469,790,1938
mean_natural,A,7,sparse_single,0.03869280268153352,1016,4764
mean_natural,A,17,sparse_single,0.0389566077903124,862,4624
mean_natural,A,37,sparse_single,0.05745481345567538,830,6368
mean_natural,A,7,sparse_context,0.01570660974542093,855,2381
mean_natural,A,17,sparse_context,0.023495632589594306,728,3012
mean_natural,A,37,sparse_context,0.02660899307108555,764,3340
mean_natural,B,7,clean,0.0025029462691305016,395,579
mean_natural,B,17,clean,0.00010662700234809197,363,369
mean_natural,B,37,clean,0.0010160051667478243,332,410
mean_natural,B,7,uniform_half_0,0.0013193587139146423,598,689
mean_natural,B,17,uniform_half_0,-0.0006701908962374326,531,476
mean_natural,B,37,uniform_half_0,-0.0009560761544361585,499,425
mean_natural,B,7,uniform_half_1,0.0018272799698302311,561,691
mean_natural,B,17,uniform_half_1,0.00024369621174247236,487,502
mean_natural,B,37,uniform_half_1,-0.00030041357576815475,485,461
mean_natural,B,7,uniform_half_2,0.001101656135708895,567,642
mean_natural,B,17,uniform_half_2,-0.0010128651892813423,550,469
mean_natural,B,37,uniform_half_2,0.00012123399395103096,438,446
mean_natural,B,7,uniform_quarter_0,-0.0006212971323784622,732,676
mean_natural,B,17,uniform_quarter_0,-0.0009452592650776026,638,562
mean_natural,B,37,uniform_quarter_0,-0.0012043356992030851,640,547
mean_natural,B,7,uniform_quarter_1,-0.001694298564613117,763,625
mean_natural,B,17,uniform_quarter_1,-0.0011654877085999216,642,549
mean_natural,B,37,uniform_quarter_1,-0.0011864939507491012,611,519
mean_natural,B,7,uniform_quarter_2,-0.001302159190894825,770,662
mean_natural,B,17,uniform_quarter_2,-0.0016500857509955669,681,551
mean_natural,B,37,uniform_quarter_2,-0.002026191086062612,650,494
mean_natural,B,7,central_half,-0.0043597061697493444,688,347
mean_natural,B,17,central_half,-0.0032154820519832983,684,432
mean_natural,B,37,central_half,-0.001878025466051314,596,449
mean_natural,B,7,xy_fraction6,0.002517731427739145,401,586
mean_natural,B,17,xy_fraction6,0.00014510001952550144,361,370
mean_natural,B,37,xy_fraction6,0.0009899680525492505,334,410
mean_natural,B,7,xy_fraction4,0.002320870847368983,411,581
mean_natural,B,17,xy_fraction4,0.0001332405544626214,364,372
mean_natural,B,37,xy_fraction4,0.0008583023063646333,333,399
mean_natural,B,7,kept_single,-0.0031102798129545306,851,610
mean_natural,B,17,kept_single,1.536260546641799e-05,680,682
mean_natural,B,37,kept_single,0.00010653287762130148,678,689
mean_natural,B,7,sparse_single,0.009228064207825848,1190,2104
mean_natural,B,17,sparse_single,0.011861741465192255,1503,2679
mean_natural,B,37,sparse_single,0.016633109596365103,1302,2945
mean_natural,B,7,sparse_context,0.007859714645575,996,1772
mean_natural,B,17,sparse_context,0.004373779585365556,1058,1492
mean_natural,B,37,sparse_context,0.004263394156839739,959,1381
proxy_natural,proxy_synthetic,7,clean,8.473632161831723e-06,308,310
proxy_natural,proxy_synthetic,17,clean,-0.0019962034508981263,364,211
proxy_natural,proxy_synthetic,37,clean,-0.0008326588388509748,362,301
proxy_natural,proxy_synthetic,7,uniform_half_0,-0.0014582156277256342,488,379
proxy_natural,proxy_synthetic,17,uniform_half_0,-0.0020384454523729723,445,288
proxy_natural,proxy_synthetic,37,uniform_half_0,-0.0013432100823973503,454,353
proxy_natural,proxy_synthetic,7,uniform_half_1,-0.001360537112893967,482,380
proxy_natural,proxy_synthetic,17,uniform_half_1,-0.0020506380350584497,448,290
